place_name,latitude,longitude,destination_city
Cholamandal Artists Village,12.9045,80.2421,Chengalpattu
Sri Maha Bhairavar Rudhra Alayam,12.6900,79.9700,Chengalpattu
Gnanapureeswarar Temple,12.6950,79.9750,Chengalpattu
Kothanda Ramaswamy Temple,12.6800,79.9650,Chengalpattu
Sri Srarda Shamrakshana Narayanan Temple,12.6850,79.9680,Chengalpattu
Vedhaantheeswarar Cave Temple,12.6067,80.0625,Chengalpattu
Giri Varadharaja Perumal Temple Vallam,12.6500,80.0000,Chengalpattu
Parvati Hill Temples,12.6100,80.0650,Chengalpattu
Arulmigu Thiruvadisoolam Temple,12.6750,79.9600,Chengalpattu
Kolavai Lake,12.7062,79.9890,Chengalpattu
Veeranam Lake,11.7500,79.5000,Chengalpattu
Wellington Lake,12.7000,80.0000,Chengalpattu
Irumbai Tank,12.7200,79.9900,Chengalpattu
Purana Singa Palayam Lake,12.7100,79.9950,Chengalpattu
Chembarambakkam Lake Boating,13.0114,80.0591,Chengalpattu
Kolavai Lake Bird Watching,12.7062,79.9890,Chengalpattu
Kolavai Lake Viewpoint,12.7062,79.9890,Chengalpattu
Anjur Lake Sunset Point,12.7300,80.0100,Chengalpattu
Melmaruvathur Adhiparasakthi Temple,12.4314,79.8314,Chengalpattu
Maraimalai Nagar Town Park,12.7833,80.0333,Chengalpattu
Chengalpattu Fort Ruins,12.6917,79.9753,Chengalpattu
Laurel Shopping Mall,12.6930,79.9770,Chengalpattu
Marina Mall Egattur,12.8000,80.0500,Chengalpattu
Chengalpattu Railway Station Market,12.6917,79.9753,Chengalpattu
Maraimalai Nagar Shopping Street,12.7833,80.0333,Chengalpattu
Alandur Textile Market,13.0021,80.2062,Chengalpattu
Hotel Saravana Bhavan Maraimalai Nagar,12.7840,80.0340,Chengalpattu
Hotel Aryaas Maraimalai Nagar,12.7845,80.0345,Chengalpattu
Murugan Idli Shop Chengalpattu,12.6920,79.9755,Chengalpattu
A2B Adyar Ananda Bhavan Chengalpattu,12.6925,79.9760,Chengalpattu
Krishna Sweets Chengalpattu,12.6930,79.9765,Chengalpattu
Junior Kuppanna Restaurant,12.6935,79.9770,Chengalpattu
Vasantha Bhavan Chengalpattu,12.6940,79.9775,Chengalpattu
Sangeetha Restaurant Chengalpattu,12.6945,79.9780,Chengalpattu
Paranur Railway Station Heritage Walk,12.7000,79.9900,Chengalpattu
Kovalam Backwaters Kayaking,12.7833,80.2500,Chengalpattu
Mahabalipuram Rock Climbing,12.6200,80.1960,Chengalpattu
Mudaliarkuppam Fishing Experience,12.7000,80.2300,Chengalpattu
Mahabalipuram Heritage Cycling Tour,12.6200,80.1950,Chengalpattu
Kovalam Beach Surfing School,12.7833,80.2500,Chengalpattu
ECR Scenic Drive,12.7500,80.2300,Chengalpattu
Mahabalipuram Photography Spots,12.6200,80.1950,Chengalpattu
Kalpakkam Atomic Energy Museum,12.5500,80.1667,Chengalpattu
Kolavai Lake Boating,12.7062,79.9890,Chengalpattu
Madurantakam Town Temple,12.5250,79.8750,Chengalpattu
Madurantakam Lake Park,12.5250,79.8750,Chengalpattu
Nemmeli Beach,12.8500,80.2600,Chengalpattu
Chengalpattu Central Park,12.6917,79.9753,Chengalpattu
Uthiramerur Ancient Village,12.6167,79.7667,Chengalpattu
Maraimalai Nagar Lake,12.7833,80.0333,Chengalpattu
Mahabalipuram Fish Market,12.6205,80.2002,Chengalpattu
Gingee Fort,12.2593,79.4067,Villupuram
Kalyana Mahal Gingee,12.2590,79.4065,Villupuram
Rajagiri Fort,12.2600,79.4070,Villupuram
Krishnagiri Fort Gingee,12.2580,79.4060,Villupuram
Auroville Matrimandir,12.0070,79.8106,Villupuram
Auroville Beach,12.0100,79.8300,Villupuram
Savitri Bhavan Auroville,12.0080,79.8110,Villupuram
Sadhana Forest Auroville,12.0200,79.8200,Villupuram
Quiet Healing Centre Auroville,12.0090,79.8120,Villupuram
Botanical Garden Auroville,12.0110,79.8130,Villupuram
Venugopala Swamy Temple,12.2500,79.4000,Villupuram
Mailam Murugan Temple,12.1500,79.5000,Villupuram
Thiruvamathur Chola Temple,11.9500,79.4500,Villupuram
Melmalaiyanur Angalamman Temple,12.0500,79.4000,Villupuram
Venkataramana Temple Gingee,12.2550,79.4050,Villupuram
Panchavati Panchamukha Anjaneyar Temple,12.2540,79.4040,Villupuram
Lakshmi Narasimha Swamy Temple,12.2530,79.4030,Villupuram
Ranganatha Temple Gingee,12.2520,79.4020,Villupuram
National Fossil Wood Park Tiruvakkarai,12.2700,79.3800,Villupuram
Kalvarayan Hills,11.8000,78.7000,Villupuram
Ousteri Lake,11.9550,79.7450,Villupuram
Pichavaram Mangrove Forest,11.4319,79.7810,Villupuram
Marakkanam Beach,12.1833,79.9500,Villupuram
Serenity Beach Auroville,12.0120,79.8350,Villupuram
Auroville Beach Sunrise Point,12.0100,79.8300,Villupuram
Dalavanur Rock Cut Temple,12.3000,79.5000,Villupuram
Mandagapattu Rock Temple,12.3500,79.4800,Villupuram
Panamalai Cave Temple,12.4000,79.5500,Villupuram
Jain Caves Sirukadambur,12.3200,79.4600,Villupuram
Villupuram Main Market,11.9369,79.4873,Villupuram
Auroville Boutiques,12.0085,79.8115,Villupuram
Gingee Market Street,12.2559,79.4172,Villupuram
Marc's Cafe Auroville,12.0075,79.8105,Villupuram
Tanto Pizzeria Auroville,12.0095,79.8125,Villupuram
Bread & Chocolate Auroville,12.0105,79.8135,Villupuram
Well Cafe Auroville,12.0065,79.8095,Villupuram
Saravana Bhavan Villupuram,11.9370,79.4875,Villupuram
Hotel Aryaas Villupuram,11.9375,79.4880,Villupuram
Solar Kitchen Auroville,12.0072,79.8108,Villupuram
Auroville Visitors Centre,12.0050,79.8090,Villupuram
Mangala Buddha Vihar,12.0130,79.8200,Villupuram
Adishakti Theatre Arts Auroville,12.0140,79.8210,Villupuram
Kalvarayan Hills Trekking,11.8000,78.7000,Villupuram
Pichavaram Boat Ride,11.4319,79.7810,Villupuram
Villupuram Town Park,11.9368,79.4872,Villupuram
Auroville Youth Center,12.0060,79.8100,Villupuram
Gingee Prisoners Well,12.2595,79.4068,Villupuram
Saad-at-allah Khan Mosque,12.2585,79.4062,Villupuram
Marakkanam Salt Pans,12.1800,79.9400,Villupuram
Matrimandir Viewing Point,12.0070,79.8106,Villupuram
Ulagalantha Perumal Temple Tirukoilur,12.1500,79.2000,Villupuram
Veeratteswarar Temple Tirukoilur,12.1550,79.2050,Villupuram
Sri Vaikundavasagar Perumal Temple,11.9400,79.4900,Villupuram
Kottai Vinayagar Temple,12.2560,79.4055,Villupuram
Abiramieswarar Temple Thiruvaamathoor,11.9500,79.4500,Villupuram
Sri Ramanatha Eswarar Temple Esalam,12.0000,79.5000,Villupuram
Singavaram Ranganatha Temple,12.1000,79.3000,Villupuram
Parikkal Lakshmi Narasimha Temple,12.0500,79.3500,Villupuram
Thiruvakkarai Vakkira Kali Amman Temple,12.2700,79.3800,Villupuram
Irumbai Maakaaleswarar Temple,12.0200,79.4200,Villupuram
Thirunarungondai Jain Cave Temple,12.3300,79.4700,Villupuram
Chakkarakulam Pond Gingee,12.2570,79.4045,Villupuram
Chettikulam Pond Gingee,12.2575,79.4048,Villupuram
Pitchandikulam Forest,12.0150,79.8250,Villupuram
Svaram Auroville,12.0055,79.8092,Villupuram
Muthupet Mangrove Forest,10.4000,79.5000,Villupuram
Suruttappalli Caves,12.3100,79.4500,Villupuram
Keeripallam Dam,12.1200,79.3200,Villupuram
Palayarai Palace,12.2800,79.3900,Villupuram
Thiruvakkarai Agnipureeswarar Temple,12.2700,79.3800,Villupuram
Jambukeswarar Temple Complex,12.2650,79.3750,Villupuram
Chinnamalai Market,11.9380,79.4885,Villupuram
Auroville Film Institute,12.0045,79.8088,Villupuram
Auroville Art Gallery,12.0040,79.8085,Villupuram
Svaram Musical Instrument Workshop,12.0055,79.8092,Villupuram
Auroville Pottery Centre,12.0035,79.8080,Villupuram
Naturellement Garden Cafe,12.0088,79.8118,Villupuram
Aurelec Solar Workshop,12.0030,79.8075,Villupuram
Auroville Learning Centre,12.0025,79.8070,Villupuram
Hotel Sangam Villupuram,11.9372,79.4877,Villupuram
A2B Adyar Ananda Bhavan Villupuram,11.9374,79.4879,Villupuram
Sri Krishna Sweets Villupuram,11.9376,79.4881,Villupuram
Sree Annapoorna Sree Gowrishankar,11.9378,79.4883,Villupuram
Cafe Illusion Auroville,12.0078,79.8112,Villupuram
Crepe d'Avallon Auroville,12.0082,79.8116,Villupuram
Kalvarayan Hills Viewpoint,11.8100,78.7100,Villupuram
Kalvarayan Waterfalls,11.8200,78.7200,Villupuram
Gingee Archaeological Museum,12.2565,79.4052,Villupuram
Ousteri Lake Bird Watching,11.9550,79.7450,Villupuram
Ousteri Lake Boating,11.9550,79.7450,Villupuram
Marakkanam Beach Sunrise Point,12.1833,79.9500,Villupuram
Villupuram Railway Junction Heritage,11.9369,79.4873,Villupuram
Auroville International Zone,12.0020,79.8065,Villupuram
Unity Pavilion Auroville,12.0015,79.8060,Villupuram
Auroville Amphitheatre,12.0010,79.8055,Villupuram
Pichavaram Mangrove Kayaking,11.4319,79.7810,Villupuram
Gingee Sunset Point,12.2600,79.4075,Villupuram
Kalvarayan Tribal Village Tour,11.8000,78.7000,Villupuram
Auroville Outreach Media,12.0005,79.8050,Villupuram
Marakkanam Fish Market,12.1833,79.9500,Villupuram
Krishnagiri Fort,12.5186,78.2138,Krishnagiri
Rayakottah Fort,12.5216,78.0500,Krishnagiri
Krishnagiri Government Museum,12.5190,78.2140,Krishnagiri
Shree Parshwa Padmavathi Shaktipeet,12.5200,78.2150,Krishnagiri
Sri Kattu Veera Anjaneya Temple,12.5180,78.2130,Krishnagiri
Chandra Choodeswarar Temple Hosur,12.7409,77.8253,Krishnagiri
Dakshina Tirupati Temple,12.7400,77.8250,Krishnagiri
Arulmigu Maragathamigai Temple,12.5170,78.2120,Krishnagiri
Ganesh Temple Krishnagiri Fort,12.5186,78.2138,Krishnagiri
Narasimha Temple Krishnagiri,12.5185,78.2135,Krishnagiri
Pettaraya Swamy Temple,12.5175,78.2125,Krishnagiri
Jain Basadi Krishnagiri,12.5195,78.2145,Krishnagiri
Krishnagiri Dam,12.4937,78.1782,Krishnagiri
KRP Dam Park,12.4776,78.1781,Krishnagiri
Kelavarapalli Dam,12.6500,77.9500,Krishnagiri
Thally Reservoir,12.1500,77.6500,Krishnagiri
Anchetty Dam,12.5000,77.7000,Krishnagiri
Javadi Hills,12.5833,78.8333,Krishnagiri
Aiyur Eco Tourism Park,12.5500,78.2500,Krishnagiri
Thally Garden,12.1500,77.6500,Krishnagiri
Berigai Viewpoint,12.6000,78.0000,Krishnagiri
Doddametrai River Temple,12.5300,78.1500,Krishnagiri
Hogenakkal Falls,12.1182,77.7739,Krishnagiri
Palacode Waterfalls,12.4500,78.0000,Krishnagiri
Muthanallur Lake,12.5400,78.2200,Krishnagiri
Avathanapatti Lake,12.5600,78.2400,Krishnagiri
Krishnagiri Rose Garden,12.5192,78.2140,Krishnagiri
Hosur Deer Park,12.7350,77.8300,Krishnagiri
Brahma Hills Park,12.5250,78.2180,Krishnagiri
Kelavarapalli Rock Garden,12.6500,77.9500,Krishnagiri
Krishnagiri Mango Market,12.5188,78.2142,Krishnagiri
Hosur Main Market,12.7365,77.8326,Krishnagiri
Krishnagiri Central Market,12.5190,78.2145,Krishnagiri
Saravana Bhavan Krishnagiri,12.5185,78.2140,Krishnagiri
Hotel Aryaas Krishnagiri,12.5187,78.2143,Krishnagiri
Adiga's Restaurant Hosur,12.7360,77.8320,Krishnagiri
Highway King Dhaba,12.5200,78.2160,Krishnagiri
Barbeque Nation Hosur,12.7370,77.8330,Krishnagiri
A2B Adyar Ananda Bhavan Hosur,12.7355,77.8315,Krishnagiri
Sangeetha Restaurant Krishnagiri,12.5183,78.2138,Krishnagiri
Hogenakkal Coracle Boat Ride,12.1182,77.7739,Krishnagiri
Javadi Hills Trekking,12.5833,78.8333,Krishnagiri
Hosur Industrial Tour,12.7300,77.8200,Krishnagiri
Dennakottai Valley,12.5500,78.0500,Krishnagiri
Hanuman Thirtham,12.1200,77.7800,Krishnagiri
Krishnagiri Rose Garden Night View,12.5192,78.2140,Krishnagiri
Hosur Clock Tower,12.7365,77.8326,Krishnagiri
Anchetty Forest Reserve,12.5000,77.7000,Krishnagiri
Kaveri Pattinm Temple,12.1150,77.7700,Krishnagiri
Thally Children's Park,12.1500,77.6500,Krishnagiri
Shoolagiri Temple,12.2500,77.8500,Krishnagiri
Sayed Basha Hill,12.5350,78.2300,Krishnagiri
Veppanapalli Dam,12.4800,78.1600,Krishnagiri
Mallachandram Dolmens,12.5700,78.2600,Krishnagiri
Bargur Hills,11.9000,78.1000,Krishnagiri
Shettyhalli Village,12.6000,77.9000,Krishnagiri
Melagiri Hills,12.4000,78.3000,Krishnagiri
Arulmigu Subramanya Swamy Temple Shoolagiri,12.2500,77.8500,Krishnagiri
Sri Lakshmi Narasimha Swamy Temple Hosur,12.7380,77.8340,Krishnagiri
Maha Ganapathi Temple Krishnagiri,12.5182,78.2136,Krishnagiri
Arulmigu Mariamman Temple Hosur,12.7375,77.8335,Krishnagiri
Sri Venkateswara Swamy Temple Hosur,12.7385,77.8345,Krishnagiri
Arulmigu Dodda Basavana Gudi,12.7390,77.8350,Krishnagiri
Thally Valley Viewpoint,12.1500,77.6500,Krishnagiri
Pennagaram Lake,12.1333,77.9000,Krishnagiri
Barur Lake,12.5800,78.2800,Krishnagiri
Hosur Municipal Park,12.7358,77.8318,Krishnagiri
KRP Dam Musical Fountain,12.4776,78.1781,Krishnagiri
Krishnagiri Children's Park,12.5194,78.2148,Krishnagiri
Belrayan Valley,12.5600,78.0800,Krishnagiri
Hosur Lake,12.7340,77.8280,Krishnagiri
Bommidi Forest,12.5900,78.3000,Krishnagiri
Krishnagiri Town Hall,12.5191,78.2141,Krishnagiri
Thally Hills Trekking,12.1500,77.6500,Krishnagiri
Bargur Cave Temples,11.9000,78.1000,Krishnagiri
Sri Krishna Sweets Hosur,12.7362,77.8322,Krishnagiri
Hotel Vasantha Bhavan Krishnagiri,12.5184,78.2139,Krishnagiri
Grand Sweets Hosur,12.7364,77.8324,Krishnagiri
Sree Gowrishankar Restaurant,12.5186,78.2141,Krishnagiri
Highway Dhaba Krishnagiri,12.5205,78.2165,Krishnagiri
Hotel Kannappa Krishnagiri,12.5210,78.2170,Krishnagiri
Arya Bhavan Restaurant,12.5188,78.2144,Krishnagiri
Cafe Coffee Day Hosur,12.7368,77.8328,Krishnagiri
Krishnagiri Textile Market,12.5193,78.2146,Krishnagiri
Hosur SIPCOT Industrial Area,12.7200,77.8100,Krishnagiri
Denkanikottai Forest,12.5300,77.7500,Krishnagiri
Hosur Flower Market,12.7366,77.8327,Krishnagiri
Krishnagiri Bus Stand Market,12.5189,78.2143,Krishnagiri
Sulagiri Fort Ruins,12.6500,78.1500,Krishnagiri
Anchetty Tribal Museum,12.5000,77.7000,Krishnagiri
Hosur Science Park,12.7345,77.8285,Krishnagiri
Thally Tea Estates,12.1500,77.6500,Krishnagiri
Krishnagiri Organic Farm Visit,12.5250,78.2200,Krishnagiri
Hogenakkal Medicinal Bath,12.1182,77.7739,Krishnagiri
Kaveripattinam Riverside,12.1100,77.7650,Krishnagiri
Hosur Butterfly Park,12.7350,77.8290,Krishnagiri
Anchetty Viewpoint,12.5000,77.7000,Krishnagiri
Bargur Waterfalls,11.9000,78.1000,Krishnagiri
Krishnagiri Sunset Point,12.5220,78.2180,Krishnagiri
Hosur Auto Hub Museum,12.7400,77.8300,Krishnagiri
Thindal Murugan Temple,11.3500,77.7500,Erode
Chennimalai Murugan Temple,11.1639,77.6041,Erode
Bannari Amman Temple,11.5048,77.2384,Erode
Bhavani Sangameswarar Temple,11.4500,77.6833,Erode
Periya Mariamman Temple,11.3424,77.7282,Erode
Arudra Kabaliswarar Temple,11.3420,77.7280,Erode
Nattatreswaran Temple,11.3415,77.7275,Erode
Kodumudi Temples (Magudeshwarar & Veeranarayana),11.0833,77.8833,Erode
Pariyur Kondathu Kaliamman Temple,11.3800,77.7600,Erode
Kasthuri Ranganathar Temple,11.3400,77.7250,Erode
Bhavanisagar Dam,11.4708,77.1139,Erode
Kodiveri Dam,11.4731,77.2964,Erode
Kalingarayan Anicut,11.3000,77.9000,Erode
Lower Bhavani Project Dam,11.4700,77.1100,Erode
Kunderipallam Dam,11.4200,77.0800,Erode
Kodiveri Waterfalls,11.4750,77.3000,Erode
Kunderipallam Waterfalls,11.4200,77.0800,Erode
Anthiyur Lake Waterfalls,11.5750,77.5950,Erode
Bhavani Kuttralam Falls,11.4600,77.6900,Erode
Sathyamangalam Wildlife Sanctuary,11.5585,76.9903,Erode
Vellode Bird Sanctuary,11.1000,77.7500,Erode
Bhavani Sagar Wildlife Sanctuary,11.4800,77.1200,Erode
Sidheshwara Hills,11.5000,77.3000,Erode
Bannari Viewpoint,11.5048,77.2384,Erode
Bhalammalai Hills,11.5500,77.4000,Erode
Erode Fort,11.3424,77.7282,Erode
Erode Government Museum,11.3420,77.7280,Erode
VOC Park Erode,11.3430,77.7290,Erode
Periya Kalyana Mandapam Park,11.3425,77.7285,Erode
Erode Children's Park,11.3435,77.7295,Erode
Cauvery Botanical Garden,11.3440,77.7300,Erode
Erode Turmeric Market,11.3415,77.7275,Erode
Erode Handloom Market,11.3410,77.7270,Erode
Bhavani Pavadai Market,11.4500,77.6833,Erode
Erode Central Market,11.3418,77.7278,Erode
Saravana Bhavan Erode,11.3422,77.7283,Erode
Hotel Aryaas Erode,11.3426,77.7286,Erode
Ponram Restaurant,11.3428,77.7288,Erode
A2B Adyar Ananda Bhavan Erode,11.3432,77.7292,Erode
Sri Krishna Sweets Erode,11.3436,77.7296,Erode
Sangeetha Restaurant Erode,11.3438,77.7298,Erode
Anjappar Chettinad Restaurant,11.3442,77.7302,Erode
Kodiveri Coracle Boat Ride,11.4731,77.2964,Erode
Sidheshwara Hills Trekking,11.5000,77.3000,Erode
Bhavani-Cauvery Sangamam,11.4500,77.6833,Erode
Cauvery River View Point,11.3450,77.7400,Erode
Chennimalai Handloom Weaving Center,11.1639,77.6041,Erode
Erode Town Hall,11.3412,77.7272,Erode
Sathyamangalam Forest Reserve,11.5585,76.9903,Erode
Bhavani River Bathing Ghat,11.4500,77.6833,Erode
Sri Kongalamman Temple,11.3405,77.7265,Erode
Arulmigu Ardhanareeswarar Temple,11.3408,77.7268,Erode
Jain Temple Erode,11.3414,77.7274,Erode
Brough Church Erode,11.3416,77.7276,Erode
Arulmigu Magudeswarar Temple Kodumudi,11.0833,77.8833,Erode
Arulmigu Veeranarayana Perumal Temple Kodumudi,11.0833,77.8833,Erode
Arulmigu Kasthuri Ranganatha Perumal Temple Inungur,11.3400,77.7250,Erode
Sri Venkatachalapathy Temple Modakurichi,11.2000,77.7000,Erode
Arulmigu Periya Nayagi Amman Temple,11.3424,77.7282,Erode
Lakshmi Narasimha Temple Gobichettipalayam,11.4500,77.4333,Erode
Perumpallam Dam,11.4000,77.3500,Erode
Thadapalli Dam,11.3800,77.3200,Erode
Noyyal River Viewpoint,11.3500,77.7800,Erode
Ariyur Cauvery Bridge View,11.3600,77.8000,Erode
Sathyamangalam Tiger Reserve Safari,11.5585,76.9903,Erode
Eratti Falls,11.5200,77.0500,Erode
Monkey Falls Sathyamangalam,11.5100,77.0400,Erode
Bannari Hills,11.5048,77.2384,Erode
Hasanur Forest,11.7000,76.9000,Erode
Vellimalai Hills,11.5300,77.4500,Erode
Thalavadi Hills,11.6000,76.9500,Erode
Sathyamangalam Forest Trekking,11.5585,76.9903,Erode
VOC Zoo Erode,11.3445,77.7305,Erode
Bhavani Island Park,11.4550,77.6850,Erode
Gobichettipalayam Municipal Park,11.4550,77.4350,Erode
Chithirai Car Festival Ground,11.3424,77.7282,Erode
Erode Collectorate Museum,11.3418,77.7278,Erode
Bannari Textile Park,11.5048,77.2384,Erode
Chennimalai Textile Showroom,11.1639,77.6041,Erode
Erode Textile Complex,11.3420,77.7280,Erode
Bhavani Cotton Market,11.4500,77.6833,Erode
Gobichettipalayam Silk Market,11.4550,77.4350,Erode
Hotel Vasantha Bhavan Erode,11.3428,77.7288,Erode
Junior Kuppanna Erode,11.3432,77.7292,Erode
Sree Annapoorna Erode,11.3436,77.7296,Erode
Grand Sweets Erode,11.3440,77.7300,Erode
Cafe Coffee Day Erode,11.3444,77.7304,Erode
Chill Out Theme Park,11.3500,77.7350,Erode
Bhavani River Kayaking,11.4500,77.6833,Erode
Kalingarayan Anicut Picnic Spot,11.3000,77.9000,Erode
Lower Bhavani Canal Walk,11.4700,77.1100,Erode
Erode Railway Heritage,11.3424,77.7282,Erode
Bhavani Kuttralam Trekking,11.4600,77.6900,Erode
Chennimalai Hills Sunrise Point,11.1639,77.6041,Erode
Gobichettipalayam Clock Tower,11.4550,77.4350,Erode
Anthiyur Tribal Village,11.5750,77.5950,Erode
Thalavadi Wildlife Spotting,11.6000,76.9500,Erode
Modakurichi Handloom Center,11.2000,77.7000,Erode
Bhavani Sagar Sunset Point,11.4708,77.1139,Erode
Erode Municipal Stadium,11.3430,77.7290,Erode
Ooty Lake,11.4061,76.6882,Nilgiris
Pykara Lake,11.4548,76.5974,Nilgiris
Emerald Lake,11.3500,76.6000,Nilgiris
Avalanche Lake,11.2333,76.5500,Nilgiris
Upper Bhavani Lake,11.3000,76.4500,Nilgiris
Government Botanical Garden Ooty,11.4188,76.7113,Nilgiris
Rose Garden Ooty,11.4100,76.7050,Nilgiris
Sims Park Coonoor,11.3600,76.7900,Nilgiris
Thread Garden Ooty,11.4150,76.7080,Nilgiris
Doddabetta Peak,11.4024,76.7367,Nilgiris
Dolphin's Nose Coonoor,11.3400,76.7800,Nilgiris
Lamb's Rock Coonoor,11.3450,76.7850,Nilgiris
Kodanad Viewpoint Kotagiri,11.4200,76.8600,Nilgiris
Rangaswamy Peak Kotagiri,11.4500,76.8800,Nilgiris
Tiger Hill Ooty,11.4300,76.7200,Nilgiris
Catherine Falls,11.3800,76.7400,Nilgiris
Pykara Waterfalls,11.4548,76.5974,Nilgiris
Kalhatti Falls,11.3900,76.7300,Nilgiris
Elk Falls Kotagiri,11.4300,76.8700,Nilgiris
Law's Falls Coonoor,11.3550,76.7950,Nilgiris
Mudumalai Tiger Reserve,11.5917,76.5500,Nilgiris
Mukurthi National Park,11.3000,76.5000,Nilgiris
Longwood Shola Reserve,11.3700,76.7600,Nilgiris
Kotagiri Tea Estates,11.4206,76.8622,Nilgiris
Coonoor Tea Gardens,11.3530,76.7959,Nilgiris
Glenmorgan Tea Estate,11.3600,76.8000,Nilgiris
Stone House Ooty,11.4100,76.7000,Nilgiris
Droog Fort Coonoor,11.3350,76.7750,Nilgiris
St. Stephen's Church Ooty,11.4120,76.7040,Nilgiris
Tribal Research Center,11.4050,76.6950,Nilgiris
Wax World Museum,11.4080,76.7020,Nilgiris
Tea Museum Coonoor,11.3540,76.7960,Nilgiris
Nilgiri Mountain Railway,11.4134,76.6952,Nilgiris
Avalanche Trekking Trail,11.2333,76.5500,Nilgiris
Ooty Lake Boating,11.4061,76.6882,Nilgiris
Pine Forest Ooty,11.3800,76.6700,Nilgiris
Ooty Main Bazaar,11.4140,76.7060,Nilgiris
Coonoor Market,11.3520,76.7950,Nilgiris
Tibetan Market Ooty,11.4145,76.7065,Nilgiris
Earl's Secret Ooty,11.4150,76.7070,Nilgiris
Nahar's Sidewalk Cafe,11.4130,76.7050,Nilgiris
Hyderabad Biryani House,11.4125,76.7045,Nilgiris
Willy's Coffee Pub,11.4135,76.7055,Nilgiris
Place To Bee Cafe,11.4155,76.7075,Nilgiris
Hotel Pankaj Bhojanalaya,11.4110,76.7030,Nilgiris
Ketti Valley View,11.4400,76.7300,Nilgiris
6th Mile Coonoor,11.3480,76.7900,Nilgiris
Wenlock Downs,11.4000,76.6800,Nilgiris
Deer Park Ooty,11.3950,76.6850,Nilgiris
All Saints Church Coonoor,11.3535,76.7965,Nilgiris
Needle Rock Viewpoint Gudalur,11.4900,76.4900,Nilgiris
Annamalai Murugan Temple,11.4105,76.7025,Nilgiris
Ooty Golf Course,11.4200,76.7100,Nilgiris
Thunder World Ooty,11.4160,76.7080,Nilgiris
Glenmorgan,11.3600,76.8000,Nilgiris
Highfield Tea Factory,11.3550,76.7970,Nilgiris
Kamraj Sagar Dam Ooty,11.3750,76.6650,Nilgiris
Shooting Point Ooty,11.3850,76.6750,Nilgiris
St. Thomas Church Ooty,11.4115,76.7035,Nilgiris
Sim's Park Rose Garden,11.3600,76.7900,Nilgiris
Lady Canning's Seat,11.3500,76.7950,Nilgiris
Kagguchi Lake,11.3200,76.6500,Nilgiris
Parson's Valley Viewpoint,11.4250,76.7250,Nilgiris
Marlimund Lake,11.2800,76.5200,Nilgiris
Singara Park Ooty,11.4090,76.7010,Nilgiris
Ananda Grotto Ooty,11.4070,76.6990,Nilgiris
Cairn Hill Coonoor,11.3450,76.7900,Nilgiris
Srinivasa Perumal Temple Ooty,11.4095,76.7015,Nilgiris
Sri Ayyappan Temple Ooty,11.4100,76.7020,Nilgiris
Mariamman Temple Ooty,11.4108,76.7028,Nilgiris
Geddai Church Kotagiri,11.4210,76.8630,Nilgiris
Hindustan Photo Films Unit,11.4250,76.7150,Nilgiris
Radio Astronomy Centre,11.3800,76.6500,Nilgiris
Pazhassi's Cave Gudalur,11.5000,76.5000,Nilgiris
Panda Falls Ooty,11.3900,76.6900,Nilgiris
Kamaraj Park Ooty,11.4085,76.7005,Nilgiris
Lovedale Assembly Centre,11.4180,76.7100,Nilgiris
Nilgiri Library Ooty,11.4118,76.7038,Nilgiris
Heritage Train Ride Coonoor to Ooty,11.3530,76.7959,Nilgiris
Sim's Park Annual Fruit Show,11.3600,76.7900,Nilgiris
Bedford Circle Ooty,11.4142,76.7062,Nilgiris
Upper Bazaar Ooty,11.4148,76.7068,Nilgiris
Kotagiri Market,11.4206,76.8622,Nilgiris
Ooty Chocolate Factory,11.4138,76.7058,Nilgiris
King Star Restaurant Ooty,11.4132,76.7052,Nilgiris
Shinkow's Chinese Restaurant,11.4145,76.7065,Nilgiris
Adayar Ananda Bhavan Ooty,11.4128,76.7048,Nilgiris
Modern Stores Ooty,11.4135,76.7055,Nilgiris
Cafe Blu,11.4152,76.7072,Nilgiris
The Culinarium,11.4158,76.7078,Nilgiris
Wellington Golf Course,11.3650,76.7850,Nilgiris
Wellington Gymkhana Club,11.3660,76.7860,Nilgiris
Nilgiri Tahr Spotting Mukurthi,11.3000,76.5000,Nilgiris
Gudalore Scenic Valley,11.5100,76.5100,Nilgiris
Fingerpost Viewpoint Coonoor,11.3470,76.7890,Nilgiris
Toda Tribal Huts,11.4500,76.7500,Nilgiris
Ooty Railway Station Heritage Walk,11.4134,76.6952,Nilgiris
Ebbanad Estate Kotagiri,11.4220,76.8640,Nilgiris
Nilgiris Biosphere Nature Camp,11.4800,76.6000,Nilgiris
Ooty Rose Show Annual Event,11.4100,76.7050,Nilgiris
Hogenakkal Falls,12.1182,77.7739,Dharmapuri
Hogenakkal Coracle Boat Ride,12.1182,77.7739,Dharmapuri
Hogenakkal Viewpoint,12.1200,77.7750,Dharmapuri
Kaveri River Bathing Area,12.1180,77.7740,Dharmapuri
Theerthamalai Temple,12.5000,78.1000,Dharmapuri
Chenraya Perumal Temple,12.1275,78.1580,Dharmapuri
Kottai Kovil Temple,12.1280,78.1585,Dharmapuri
Kalabairavar Temple,12.1270,78.1575,Dharmapuri
Hanumanthathirtham Temple,12.1190,77.7745,Dharmapuri
Morappur Mariamman Temple,12.2000,78.0000,Dharmapuri
Sri Raghavendra Swamy Mutt,12.1278,78.1582,Dharmapuri
