place_name,category,cost_category,suitable_for,duration_hours,timing,destination_city
Saravana Bhavan Vellore,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Vellore
The Vellore Kitchen,Foodie / Culture Seeker,Mid-range,Family,1,12:00-23:00,Vellore
Alankar Virundhu,Foodie / Culture Seeker,Mid-range,Family,1,"11:30-15:00, 18:30-22:30",Vellore
Sai Sangeet Restaurant,Foodie / Budget Backpacker,Budget,Family,1,11:00-23:00,Vellore
Yelagiri Lake View Cafe,Foodie / Romantic Couple,Mid-range,Couple,2,08:00-20:00,Vellore
Hotel Aryaas Vellore,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Vellore
Peter England Bakery,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-21:00,Vellore
Yelagiri Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Vellore
Telescope Observatory Yelagiri,Family Planner / Nature Lover,Mid-range,Family,1,18:00-21:00,Vellore
Sunset Point Yelagiri,Nature Lover / Romantic Couple,Budget,Couple,1,16:00-19:00,Vellore
CMC Vellore Campus Tour,Culture Seeker / Family Planner,Budget,Family,2,09:00-17:00,Vellore
VIT University Campus,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,09:00-18:00,Vellore
Silk Farm Yelagiri,Culture Seeker / Family Planner,Budget,Family,2,09:00-17:00,Vellore
Nilavoor Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Vellore
Vellore Nature Park,Nature Lover / Family Planner,Budget,Family,2,06:00-19:00,Vellore
Fundera Park Vellore,Family Planner / Nature Lover,Mid-range,Family,2,10:00-19:00,Vellore
Shore Temple Mahabalipuram,Spiritual Traveler / Culture Seeker,Mid-range,Couple / Family,2,06:00-18:00,Chengalpattu
Vedagiriswarar Temple Thirukalukundram,Spiritual Traveler / Adventure Seeker,Budget,Family,3,06:00-20:00,Chengalpattu
Kandhaswamy Temple Tirupporur,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Chengalpattu
Nithya Kalyana Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Chengalpattu
Srinivasa Perumal Temple Semmanjeri,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Chengalpattu
Tiruvidanthai Lakshmi Narasimha Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Chengalpattu
Vallam Hill Cave Temple,Spiritual Traveler / Adventure Seeker,Budget,Couple / Family,2,06:00-19:00,Chengalpattu
Sthalasayana Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Chengalpattu
Pancha Rathas,Culture Seeker / Budget Backpacker,Mid-range,Couple / Family,2,06:00-18:00,Chengalpattu
Arjuna's Penance,Culture Seeker / Adventure Seeker,Mid-range,Couple / Family,2,06:00-18:00,Chengalpattu
Krishna's Butter Ball,Culture Seeker / Family Planner,Budget,Family,1,06:00-18:00,Chengalpattu
Tiger Cave Mahabalipuram,Adventure Seeker / Culture Seeker,Budget,Couple / Family,1,06:00-18:00,Chengalpattu
Varaha Cave Temple,Culture Seeker / Spiritual Traveler,Budget,Family,1,06:00-18:00,Chengalpattu
Mahishasuramardini Cave,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,1,06:00-18:00,Chengalpattu
Alamparai Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,2,06:00-18:00,Chengalpattu
Sadras Fort,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Chengalpattu
Mahabalipuram Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Chengalpattu
Kovalam Beach,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Chengalpattu
Mudaliarkuppam Beach,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Chengalpattu
Covelong Beach,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,3,06:00-18:00,Chengalpattu
Arignar Anna Zoological Park Vandalur,Nature Lover / Family Planner,Mid-range,Family,5,09:00-17:00,Chengalpattu
Madras Crocodile Bank,Nature Lover / Family Planner,Mid-range,Family,2,08:30-17:30,Chengalpattu
Vedanthangal Bird Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,3,06:00-18:00,Chengalpattu
Karikili Bird Sanctuary,Nature Lover / Adventure Seeker,Budget,Couple / Family,2,06:00-18:00,Chengalpattu
Muttukadu Boat House,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,09:00-18:00,Chengalpattu
Muttukadu Backwaters,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-18:00,Chengalpattu
Mudaliarkuppam Boat House,Adventure Seeker / Family Planner,Mid-range,Family,2,09:00-18:00,Chengalpattu
Kovalam Lake,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Chengalpattu
DakshinaChitra Museum,Culture Seeker / Family Planner,Mid-range,Family,3,10:00-18:00,Chengalpattu
India Seashell Museum,Family Planner / Nature Lover,Mid-range,Family,2,09:00-18:00,Chengalpattu
Sculpture Museum Mahabalipuram,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Chengalpattu
MGM Dizzee World,Adventure Seeker / Family Planner,Premium,Family,6,10:00-19:00,Chengalpattu
Mayajaal Multiplex,Family Planner / Shopper / Urban Explorer,Mid-range,Family,4,10:00-22:00,Chengalpattu
Mahabalipuram Handicrafts Market,Shopper / Urban Explorer / Budget Backpacker,Budget,Couple / Family,2,09:00-20:00,Chengalpattu
Stone Sculpture Shops Mahabalipuram,Shopper / Urban Explorer / Culture Seeker,Mid-range,Couple / Family,2,09:00-19:00,Chengalpattu
Chengalpattu Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Chengalpattu
Moonrakers Mahabalipuram,Foodie / Romantic Couple,Mid-range,Couple,2,12:00-23:00,Chengalpattu
Le Yogi Mahabalipuram,Foodie / Relaxation Lover,Mid-range,Couple / Family,2,08:00-22:00,Chengalpattu
Mamalla Bhavan,Foodie / Culture Seeker,Budget,Family,1,07:00-22:00,Chengalpattu
Sea Shore Garden Restaurant,Foodie / Nature Lover,Mid-range,Couple / Family,2,11:00-23:00,Chengalpattu
Saravana Bhavan Chengalpattu,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Chengalpattu
Hotel Aryaas Chengalpattu,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Chengalpattu
Covelong Point Surf School,Adventure Seeker / Nature Lover,Premium,Couple,3,07:00-17:00,Chengalpattu
Mahabalipuram Water Sports,Adventure Seeker / Family Planner,Mid-range,Family,2,09:00-18:00,Chengalpattu
Mahabalipuram Lighthouse,Culture Seeker / Nature Lover,Budget,Couple / Family,1,"10:00-13:00, 15:00-17:30",Chengalpattu
Mahabalipuram Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,1,16:00-19:00,Chengalpattu
Kovalam Beach Sunset View,Nature Lover / Romantic Couple,Budget,Couple,1,16:00-19:00,Chengalpattu
Chengalpattu Town Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Chengalpattu
Mahabalipuram Beach Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Chengalpattu
Cholamandal Artists Village,Culture Seeker / Relaxation Lover,Mid-range,Couple / Family,2,10:00-18:00,Chengalpattu
Gingee Fort,Culture Seeker / Adventure Seeker,Mid-range,Couple / Family,4,09:00-17:30,Villupuram
Kalyana Mahal Gingee,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:30,Villupuram
Rajagiri Fort,Adventure Seeker / Culture Seeker,Budget,Couple / Family,3,09:00-17:00,Villupuram
Krishnagiri Fort Gingee,Adventure Seeker / Culture Seeker,Budget,Couple / Family,2,09:00-17:00,Villupuram
Auroville Matrimandir,Spiritual Traveler / Relaxation Lover,Budget,Couple / Family,3,09:00-17:30,Villupuram
Auroville Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Villupuram
Savitri Bhavan Auroville,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,09:00-17:00,Villupuram
Sadhana Forest Auroville,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Villupuram
Quiet Healing Centre Auroville,Relaxation Lover / Spiritual Traveler,Mid-range,Couple,2,10:00-18:00,Villupuram
Botanical Garden Auroville,Nature Lover / Relaxation Lover,Budget,Family,2,09:00-17:00,Villupuram
Venugopala Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Villupuram
Mailam Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,Family,2,06:00-20:00,Villupuram
Thiruvamathur Chola Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Villupuram
Melmalaiyanur Angalamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Villupuram
Venkataramana Temple Gingee,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Villupuram
Panchavati Panchamukha Anjaneyar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Villupuram
Lakshmi Narasimha Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Villupuram
Ranganatha Temple Gingee,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Villupuram
National Fossil Wood Park Tiruvakkarai,Nature Lover / Family Planner,Mid-range,Family,3,09:00-17:00,Villupuram
Kalvarayan Hills,Nature Lover / Adventure Seeker,Budget,Couple / Family,5,06:00-18:00,Villupuram
Ousteri Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Villupuram
Pichavaram Mangrove Forest,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,3,08:00-17:00,Villupuram
Marakkanam Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Villupuram
Serenity Beach Auroville,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Villupuram
Auroville Beach Sunrise Point,Nature Lover / Romantic Couple,Budget,Couple,1,05:30-08:00,Villupuram
Dalavanur Rock Cut Temple,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-17:00,Villupuram
Mandagapattu Rock Temple,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-17:00,Villupuram
Panamalai Cave Temple,Spiritual Traveler / Adventure Seeker,Budget,Couple / Family,2,06:00-18:00,Villupuram
Jain Caves Sirukadambur,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,2,09:00-17:00,Villupuram
Villupuram Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Villupuram
Auroville Boutiques,Shopper / Urban Explorer / Culture Seeker,Mid-range,Couple / Family,2,09:00-18:00,Villupuram
Gingee Market Street,Shopper / Urban Explorer / Budget Backpacker,Budget,Family,2,09:00-20:00,Villupuram
Marc's Cafe Auroville,Foodie / Romantic Couple,Mid-range,Couple,2,08:00-22:00,Villupuram
Tanto Pizzeria Auroville,Foodie / Family Planner,Mid-range,Family,2,11:00-22:00,Villupuram
Bread & Chocolate Auroville,Foodie / Relaxation Lover,Mid-range,Couple / Family,1,08:00-20:00,Villupuram
Well Cafe Auroville,Foodie / Budget Backpacker,Budget,Just Me / Couple,1,09:00-21:00,Villupuram
Saravana Bhavan Villupuram,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Villupuram
Hotel Aryaas Villupuram,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Villupuram
Solar Kitchen Auroville,Foodie / Culture Seeker,Budget,Family,1,12:00-14:00,Villupuram
Auroville Visitors Centre,Culture Seeker / Family Planner,Budget,Family,2,09:00-17:30,Villupuram
Mangala Buddha Vihar,Spiritual Traveler / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Villupuram
Adishakti Theatre Arts Auroville,Culture Seeker / Family Planner,Mid-range,Couple / Family,3,10:00-18:00,Villupuram
Kalvarayan Hills Trekking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Villupuram
Pichavaram Boat Ride,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,08:00-17:00,Villupuram
Villupuram Town Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Villupuram
Auroville Youth Center,Family Planner / Culture Seeker,Budget,Family,2,09:00-18:00,Villupuram
Gingee Prisoners Well,Culture Seeker / Adventure Seeker,Budget,Couple / Family,1,09:00-17:00,Villupuram
Saad-at-allah Khan Mosque,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,1,09:00-17:00,Villupuram
Marakkanam Salt Pans,Culture Seeker / Nature Lover,Budget,Couple / Family,2,08:00-17:00,Villupuram
Matrimandir Viewing Point,Nature Lover / Romantic Couple,Budget,Couple,1,09:00-17:00,Villupuram
Krishnagiri Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,3,06:00-18:00,Krishnagiri
Rayakottah Fort,Adventure Seeker / Culture Seeker,Budget,Couple / Family,3,09:00-17:00,Krishnagiri
Krishnagiri Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Krishnagiri
Shree Parshwa Padmavathi Shaktipeet,Spiritual Traveler / Culture Seeker,Mid-range,Family,3,06:00-20:00,Krishnagiri
Sri Kattu Veera Anjaneya Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-13:00, 16:00-20:00",Krishnagiri
Chandra Choodeswarar Temple Hosur,Spiritual Traveler / Adventure Seeker,Budget,Family,2,"06:00-12:30, 16:00-20:00",Krishnagiri
Dakshina Tirupati Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Krishnagiri
Arulmigu Maragathamigai Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Krishnagiri
Ganesh Temple Krishnagiri Fort,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Krishnagiri
Narasimha Temple Krishnagiri,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Krishnagiri
Pettaraya Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Krishnagiri
Jain Basadi Krishnagiri,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,09:00-17:00,Krishnagiri
Krishnagiri Dam,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Krishnagiri
KRP Dam Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Krishnagiri
Kelavarapalli Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-18:00,Krishnagiri
Thally Reservoir,Nature Lover / Romantic Couple,Budget,Couple / Family,2,06:00-18:00,Krishnagiri
Anchetty Dam,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Krishnagiri
Javadi Hills,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-18:00,Krishnagiri
Aiyur Eco Tourism Park,Nature Lover / Family Planner,Mid-range,Family,4,08:00-17:00,Krishnagiri
Thally Garden,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Krishnagiri
Berigai Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Krishnagiri
Doddametrai River Temple,Spiritual Traveler / Nature Lover,Budget,Couple / Family,2,06:00-18:00,Krishnagiri
Hogenakkal Falls,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,06:00-18:00,Krishnagiri
Palacode Waterfalls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-17:00,Krishnagiri
Muthanallur Lake,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Krishnagiri
Avathanapatti Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Krishnagiri
Krishnagiri Rose Garden,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-20:00,Krishnagiri
Hosur Deer Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Krishnagiri
Brahma Hills Park,Nature Lover / Adventure Seeker,Budget,Couple / Family,2,06:00-18:00,Krishnagiri
Kelavarapalli Rock Garden,Nature Lover / Family Planner,Budget,Family,2,08:00-17:00,Krishnagiri
Krishnagiri Mango Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-20:00,Krishnagiri
Hosur Main Market,Shopper / Urban Explorer,Budget,Family,2,09:00-21:00,Krishnagiri
Krishnagiri Central Market,Shopper / Urban Explorer / Budget Backpacker,Budget,Family,2,09:00-21:00,Krishnagiri
Saravana Bhavan Krishnagiri,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Krishnagiri
Hotel Aryaas Krishnagiri,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Krishnagiri
Adiga's Restaurant Hosur,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Krishnagiri
Highway King Dhaba,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Krishnagiri
Barbeque Nation Hosur,Foodie / Romantic Couple,Premium,Couple / Family,2,12:00-23:00,Krishnagiri
A2B Adyar Ananda Bhavan Hosur,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Krishnagiri
Sangeetha Restaurant Krishnagiri,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Krishnagiri
Hogenakkal Coracle Boat Ride,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,07:00-17:00,Krishnagiri
Javadi Hills Trekking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Krishnagiri
Hosur Industrial Tour,Culture Seeker / Budget Backpacker,Mid-range,Just Me / Couple,3,09:00-17:00,Krishnagiri
Dennakottai Valley,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-18:00,Krishnagiri
Hanuman Thirtham,Spiritual Traveler / Nature Lover,Budget,Family,2,06:00-18:00,Krishnagiri
Krishnagiri Rose Garden Night View,Nature Lover / Romantic Couple,Budget,Couple,1,18:00-22:00,Krishnagiri
Hosur Clock Tower,Culture Seeker / Shopper / Urban Explorer,Budget,Family,1,Open 24 hours,Krishnagiri
Anchetty Forest Reserve,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-17:00,Krishnagiri
Kaveri Pattinm Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Krishnagiri
Thally Children's Park,Family Planner / Nature Lover,Budget,Family,2,09:00-18:00,Krishnagiri
Thindal Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Erode
Chennimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Mid-range,Family,3,06:00-20:00,Erode
Bannari Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,05:00-21:00,Erode
Bhavani Sangameswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Erode
Periya Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,07:00-20:00,Erode
Arudra Kabaliswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Erode
Nattatreswaran Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Erode
Kodumudi Temples (Magudeshwarar & Veeranarayana),Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Erode
Pariyur Kondathu Kaliamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Erode
Kasthuri Ranganathar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Erode
Bhavanisagar Dam,Nature Lover / Family Planner,Mid-range,Family,3,09:00-18:30,Erode
Kodiveri Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,3,09:00-17:00,Erode
Kalingarayan Anicut,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Erode
Lower Bhavani Project Dam,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Erode
Kunderipallam Dam,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Erode
Kodiveri Waterfalls,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,3,09:00-17:00,Erode
Kunderipallam Waterfalls,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Erode
Anthiyur Lake Waterfalls,Nature Lover / Romantic Couple,Budget,Couple,2,08:00-17:00,Erode
Bhavani Kuttralam Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,2,07:00-17:00,Erode
Sathyamangalam Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-17:00,Erode
Vellode Bird Sanctuary,Nature Lover / Family Planner,Mid-range,Couple / Family,3,06:00-18:00,Erode
Bhavani Sagar Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-17:00,Erode
Sidheshwara Hills,Adventure Seeker / Nature Lover,Budget,Couple / Family,4,06:00-18:00,Erode
Bannari Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Erode
Bhalammalai Hills,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,06:00-18:00,Erode
Erode Fort,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Erode
Erode Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Erode
VOC Park Erode,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Erode
Periya Kalyana Mandapam Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Erode
Erode Children's Park,Family Planner / Nature Lover,Budget,Family,2,09:00-19:00,Erode
Cauvery Botanical Garden,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-18:00,Erode
Erode Turmeric Market,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,08:00-17:00,Erode
Erode Handloom Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,09:00-20:00,Erode
Bhavani Pavadai Market,Shopper / Urban Explorer / Culture Seeker,Mid-range,Family,2,09:00-20:00,Erode
Erode Central Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Erode
Saravana Bhavan Erode,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Erode
Hotel Aryaas Erode,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Erode
Ponram Restaurant,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Erode
A2B Adyar Ananda Bhavan Erode,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Erode
Sri Krishna Sweets Erode,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Erode
Sangeetha Restaurant Erode,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Erode
Anjappar Chettinad Restaurant,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Erode
Kodiveri Coracle Boat Ride,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,09:00-17:00,Erode
Sidheshwara Hills Trekking,Adventure Seeker / Nature Lover,Budget,Couple / Family,4,06:00-12:00,Erode
Bhavani-Cauvery Sangamam,Spiritual Traveler / Nature Lover,Budget,Couple / Family,2,06:00-18:00,Erode
Cauvery River View Point,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Erode
Chennimalai Handloom Weaving Center,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,09:00-18:00,Erode
Erode Town Hall,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,09:00-17:00,Erode
Sathyamangalam Forest Reserve,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-17:00,Erode
Bhavani River Bathing Ghat,Spiritual Traveler / Relaxation Lover,Budget,Family,1,06:00-18:00,Erode
Ooty Lake,Nature Lover / Family Planner,Mid-range,Family,3,08:00-18:00,Nilgiris
Pykara Lake,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,3,09:00-17:00,Nilgiris
Emerald Lake,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Nilgiris
Avalanche Lake,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,08:00-17:00,Nilgiris
Upper Bhavani Lake,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,07:00-16:00,Nilgiris
Government Botanical Garden Ooty,Nature Lover / Family Planner,Mid-range,Family,3,08:30-18:30,Nilgiris
Rose Garden Ooty,Nature Lover / Romantic Couple,Budget,Couple / Family,2,08:30-18:30,Nilgiris
Sims Park Coonoor,Nature Lover / Family Planner,Budget,Family,2,08:30-18:30,Nilgiris
Thread Garden Ooty,Culture Seeker / Family Planner,Budget,Family,1,09:00-18:00,Nilgiris
Doddabetta Peak,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Nilgiris
Dolphin's Nose Coonoor,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,09:00-18:00,Nilgiris
Lamb's Rock Coonoor,Nature Lover / Romantic Couple,Budget,Couple,1,09:00-18:00,Nilgiris
Kodanad Viewpoint Kotagiri,Nature Lover / Romantic Couple,Budget,Couple / Family,2,06:00-18:00,Nilgiris
Rangaswamy Peak Kotagiri,Adventure Seeker / Spiritual Traveler,Budget,Couple / Family,3,06:00-17:00,Nilgiris
Tiger Hill Ooty,Nature Lover / Adventure Seeker,Budget,Couple / Family,2,09:00-17:00,Nilgiris
Catherine Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,2,08:00-17:00,Nilgiris
Pykara Waterfalls,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,3,09:00-17:00,Nilgiris
Kalhatti Falls,Nature Lover / Spiritual Traveler,Budget,Couple / Family,2,08:00-17:00,Nilgiris
Elk Falls Kotagiri,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Nilgiris
Law's Falls Coonoor,Nature Lover / Romantic Couple,Budget,Couple,2,08:00-17:00,Nilgiris
Mudumalai Tiger Reserve,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:30-18:00,Nilgiris
Mukurthi National Park,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-16:00,Nilgiris
Longwood Shola Reserve,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Nilgiris
Kotagiri Tea Estates,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,3,09:00-17:00,Nilgiris
Coonoor Tea Gardens,Nature Lover / Romantic Couple,Budget,Couple / Family,2,09:00-17:00,Nilgiris
Glenmorgan Tea Estate,Culture Seeker / Nature Lover,Mid-range,Couple / Family,3,09:00-17:00,Nilgiris
Stone House Ooty,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-17:00,Nilgiris
Droog Fort Coonoor,Adventure Seeker / Culture Seeker,Budget,Couple / Family,3,10:00-17:00,Nilgiris
St. Stephen's Church Ooty,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,1,09:00-17:00,Nilgiris
Tribal Research Center,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Nilgiris
Wax World Museum,Culture Seeker / Family Planner,Mid-range,Family,2,10:00-18:00,Nilgiris
Tea Museum Coonoor,Culture Seeker / Foodie,Budget,Couple / Family,2,09:00-17:00,Nilgiris
Nilgiri Mountain Railway,Culture Seeker / Family Planner,Mid-range,Family,5,07:10-12:00,Nilgiris
Avalanche Trekking Trail,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Nilgiris
Ooty Lake Boating,Family Planner / Romantic Couple,Mid-range,Family,2,09:00-18:00,Nilgiris
Pine Forest Ooty,Nature Lover / Romantic Couple,Budget,Couple / Family,2,08:00-18:00,Nilgiris
